id,selected_ids,selected_ids_str,is_feasible,satisfaction,effort,dissatisfaction,risk,productivity
G_1,"['r1', 'r10', 'r11', 'r12', 'r2', 'r3', 'r4_r5', 'r6', 'r8', 'r9']","r1, r10, r11, r12, r2, r3, r4_r5, r6, r8, r9",True,19.428571428571427,42.0,25.857142857142858,26.0,0.4625850340136054
G_2,"['r1', 'r10', 'r11', 'r12', 'r2', 'r3', 'r4_r5', 'r6', 'r8', 'r9']","r1, r10, r11, r12, r2, r3, r4_r5, r6, r8, r9",True,19.428571428571427,42.0,25.857142857142858,26.0,0.4625850340136054
G_3,"['r1', 'r10', 'r11', 'r12', 'r2', 'r3', 'r4_r5', 'r6', 'r8', 'r9']","r1, r10, r11, r12, r2, r3, r4_r5, r6, r8, r9",True,19.428571428571427,42.0,25.857142857142858,26.0,0.4625850340136054
G_4,"['r1', 'r10', 'r11', 'r12', 'r2', 'r3', 'r4_r5', 'r6', 'r8', 'r9']","r1, r10, r11, r12, r2, r3, r4_r5, r6, r8, r9",True,19.428571428571427,42.0,25.857142857142858,26.0,0.4625850340136054
G_5,"['r1', 'r10', 'r11', 'r12', 'r2', 'r3', 'r4_r5', 'r6', 'r8', 'r9']","r1, r10, r11, r12, r2, r3, r4_r5, r6, r8, r9",True,19.428571428571427,42.0,25.857142857142858,26.0,0.4625850340136054
